                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 4.8671,                 1.8251,                 1.5302,                0.47071,                0.32973,                0.34398,                0.13021,                 6.4166,                 1.9972,                 1.7419,              0.0006932,              0.0006932,              0.0006932
                     35,                 4.6358,                  1.763,                 1.5232,                0.48163,                0.32432,                 0.3295,                0.11992,                 6.6082,                  2.078,                 1.7696,              0.0006536,              0.0006536,              0.0006536
                     36,                 4.6212,                  1.739,                 1.5401,                0.49316,                0.33662,                0.33196,                0.12575,                 6.3447,                 2.0242,                 1.7718,               0.000614,               0.000614,               0.000614
                     37,                  4.368,                 1.6985,                 1.4613,                0.49255,                0.35135,                0.35585,                0.13153,                 6.5585,                 2.0247,                 1.7459,              0.0005744,              0.0005744,              0.0005744
                     38,                 4.3774,                 1.6861,                 1.4815,                0.52483,                0.35135,                0.37749,                 0.1433,                 6.0967,                 1.9318,                 1.7519,              0.0005348,              0.0005348,              0.0005348
                     39,                 4.2637,                 1.6433,                 1.4909,                0.44796,                0.32973,                0.32481,                0.11919,                 6.7145,                 2.0085,                 1.8177,              0.0004952,              0.0004952,              0.0004952
                     40,                 3.7793,                 1.6543,                 1.5372,                0.51781,                0.34054,                0.35667,                0.13659,                 6.4988,                 1.9863,                 1.8044,              0.0004556,              0.0004556,              0.0004556
                     41,                 3.6206,                 1.6034,                 1.5148,                0.58796,                0.37025,                0.40001,                0.15234,                 6.4415,                 1.9005,                 1.7079,               0.000416,               0.000416,               0.000416
                     42,                 3.4742,                 1.5675,                 1.4932,                0.52809,                0.37297,                0.37421,                0.13223,                 6.4766,                 1.9638,                 1.7696,              0.0003764,              0.0003764,              0.0003764
                     43,                 3.4268,                 1.5297,                 1.5061,                0.49771,                0.37297,                0.33722,                0.11998,                 6.3784,                 2.0026,                 1.7966,              0.0003368,              0.0003368,              0.0003368
                     44,                 3.2563,                 1.4817,                 1.4612,                 0.4737,                0.39459,                0.37251,                0.14512,                 6.2986,                 1.9058,                 1.7837,              0.0002972,              0.0002972,              0.0002972
                     45,                  3.406,                 1.4773,                 1.4963,                0.52869,                0.36216,                0.39266,                0.14102,                 6.4594,                 1.8474,                 1.8149,              0.0002576,              0.0002576,              0.0002576
                     46,                 3.1395,                 1.4019,                  1.444,                0.52076,                0.41081,                0.38328,                0.13544,                 6.4021,                 1.8619,                 1.8067,               0.000218,               0.000218,               0.000218
                     47,                 3.1599,                 1.3887,                 1.4726,                0.53857,                0.44324,                0.41846,                 0.1498,                 6.2903,                  1.834,                 1.7937,              0.0001784,              0.0001784,              0.0001784
                     48,                 3.0492,                 1.3637,                 1.4239,                0.51544,                0.40541,                0.38929,                0.13753,                  6.416,                 1.9034,                 1.8322,              0.0001388,              0.0001388,              0.0001388
                     49,                 2.9616,                 1.3247,                 1.4217,                0.51785,                0.44865,                0.40659,                 0.1486,                 6.3285,                 1.8514,                 1.8021,               9.92e-05,               9.92e-05,               9.92e-05
